1558807138.500026213 10 -nan -nan 2.42092e-322
1558807262.928296319 0.934636 2.39569 1.89621 1.63042e-322
1558807263.071800886 0.939958 2.40489 1.89621 2.42092e-322
1558807263.213907634 0.947657 2.41631 1.89621 2.42092e-322
1558807263.359037502 0.957205 2.42949 1.89621 2.42092e-322
1558807263.499748104 0.968001 2.4445 1.89621 1.63042e-322
1558807263.643601127 0.980849 2.46264 1.89621 1.8231e-321
1558807263.874429788 1.1962 0.606814 2.49829 1.8231e-321
1558807263.928381023 1.19907 0.606757 2.49829 1.63042e-322
1558807264.088634463 1.20429 0.611804 2.49829 2.42092e-322
1558807264.212826710 1.21048 0.618971 2.49829 2.42092e-322
1558807264.360352209 1.21741 0.627767 2.49829 1.8231e-321
1558807264.499837582 1.22519 0.638417 2.49829 1.8231e-321
1558807264.645118702 1.23435 0.651212 2.49829 2.42092e-322
1558807264.785522999 1.24518 0.668684 2.49829 2.42092e-322
1558807264.935034411 1.25622 0.686639 2.49829 2.42092e-322
1558807265.069039767 1.03989 1.8113 4.27968 1.63042e-322
1558807265.213362588 1.04625 1.82669 4.27968 2.42092e-322
1558807265.361364914 1.05428 1.84556 4.27968 1.8231e-321
1558807265.500627341 1.06318 1.86628 4.27968 2.42092e-322
1558807265.655114979 1.07382 1.8901 4.27968 1.63042e-322
1558807265.789455491 1.08516 1.91674 4.27968 1.8231e-321
1558807265.928141530 1.09687 1.94333 4.27968 1.63042e-322
1558807266.074852772 1.22148 2.10052 3.92215 2.42092e-322
1558807266.213762884 1.22911 2.10973 3.92215 2.42092e-322
1558807266.358815833 1.23688 2.12028 3.92215 1.8231e-321
1558807266.501748564 1.24465 2.13257 3.92215 1.8231e-321
1558807266.649840952 1.25518 2.14808 3.92215 2.42092e-322
1558807266.800824268 1.26731 2.16565 3.92215 1.8231e-321
1558807266.934892174 1.279 2.18361 3.92215 1.63042e-322
1558807267.135640022 1.50852 2.34486 3.51697 2.42092e-322
1558807267.220522287 1.51497 2.36277 3.51697 2.42092e-322
1558807267.363581114 1.52263 2.38195 3.51697 2.42092e-322
1558807267.509338150 1.53136 2.40246 3.51697 2.42092e-322
1558807267.649035182 1.54029 2.42549 3.51697 2.42092e-322
1558807267.796865789 1.55121 2.45041 3.51697 1.8231e-321
1558807267.934733449 1.5614 2.47482 3.51697 1.8231e-321
1558807268.081876862 1.57191 2.49996 3.51697 1.8231e-321
1558807268.268232108 1.17182 2.18297 3.51697 1.63042e-322
1558807268.362079209 1.17938 2.19973 3.51697 2.42092e-322
1558807268.499629731 1.18795 2.21762 3.51697 2.42092e-322
1558807268.648167204 1.1984 2.23818 3.51697 1.63042e-322
1558807268.801720503 1.20937 2.2591 3.51697 1.63042e-322
1558807268.936513128 1.22046 2.27967 3.51697 2.42092e-322
1558807269.079546479 1.23201 2.3008 3.51697 2.42092e-322
1558807269.303504835 1.54148 3.04764 4.59747 2.42092e-322
1558807269.362107375 1.54348 3.05093 4.59747 1.8231e-321
1558807269.502345367 1.54638 3.05569 4.59747 1.8231e-321
1558807269.645982029 1.55365 3.06764 4.59747 1.8231e-321
1558807269.793007538 1.56371 3.08415 4.59747 2.42092e-322
1558807269.934930633 1.57666 3.10544 4.59747 2.42092e-322
1558807270.081360423 1.59108 3.12913 4.59747 1.8231e-321
1558807270.220330921 1.60566 3.15307 4.59747 2.42092e-322
1558807270.545303467 0.808301 1.73079 3.91774 2.42092e-322
1558807270.547977638 0.815304 1.73988 3.91774 1.8231e-321
1558807270.650112539 0.822708 1.74919 3.91774 1.63042e-322
1558807270.800567999 0.83159 1.76171 3.91774 1.8231e-321
1558807270.935024051 0.839945 1.77327 3.91774 2.42092e-322
1558807271.084050726 0.849104 1.78628 3.91774 1.63042e-322
1558807271.222319019 0.858783 1.80024 3.91774 2.42092e-322
1558807271.363337908 0.869595 1.81625 3.91774 1.8231e-321
1558807271.508696798 0.881415 1.8341 3.91774 2.42092e-322
1558807271.691748624 1.12967 1.6607 3.91774 1.63042e-322
1558807271.785753343 1.14067 1.68589 3.91774 2.42092e-322
1558807271.932845061 1.15199 1.71174 3.91774 2.42092e-322
1558807272.076431595 1.16421 1.73932 3.91774 2.42092e-322
1558807272.217641447 1.17693 1.76787 3.91774 1.8231e-321
1558807272.366935078 1.18997 1.79704 3.91774 1.63042e-322
1558807272.507021595 1.20325 1.82668 3.91774 1.8231e-321
1558807272.736612406 1.26722 2.20092 4.27552 2.42092e-322
1558807272.786480324 1.28 2.22253 4.27552 2.42092e-322
1558807272.928216918 1.29243 2.24389 4.27552 2.42092e-322
1558807273.081457424 1.30541 2.26634 4.27552 1.63042e-322
1558807273.213456314 1.31903 2.29004 4.27552 1.8231e-321
1558807273.367797299 1.33372 2.31588 4.27552 2.42092e-322
1558807273.506985986 1.3492 2.34326 4.27552 2.42092e-322
1558807273.649877155 1.36662 2.37401 4.27552 1.63042e-322
1558807273.924762605 1.26891 2.15124 3.05389 1.8231e-321
1558807273.927362931 1.27525 2.16387 3.05389 1.8231e-321
1558807274.074554443 1.28235 2.17777 3.05389 1.8231e-321
1558807274.215472365 1.29012 2.19277 3.05389 2.42092e-322
1558807274.358789891 1.30104 2.21382 3.05389 2.42092e-322
1558807274.500228431 1.31331 2.23729 3.05389 1.8231e-321
1558807274.642459070 1.32577 2.26089 3.05389 1.8231e-321
1558807274.786007792 1.33832 2.28389 3.05389 1.8231e-321
1558807274.927443981 1.34993 2.30487 3.05389 1.63042e-322
1558807275.074910799 1.95869 3.14598 4.59747 2.42092e-322
1558807275.213661931 1.96313 3.14863 4.59747 1.8231e-321
1558807275.356515055 1.97016 3.1605 4.59747 1.8231e-321
1558807275.517220436 1.97829 3.1744 4.59747 2.42092e-322
1558807275.650254215 1.98789 3.19087 4.59747 2.42092e-322
1558807275.796276400 1.99837 3.20882 4.59747 1.8231e-321
1558807275.935506553 2.00925 3.22767 4.59747 2.42092e-322
1558807276.105244351 1.56 2.83369 2.51958 1.63042e-322
1558807276.213667728 1.56595 2.84838 2.51958 2.42092e-322
1558807276.358792127 1.57304 2.86385 2.51958 2.42092e-322
1558807276.499375657 1.58125 2.88069 2.51958 1.8231e-321
1558807276.652868327 1.59107 2.8999 2.51958 2.42092e-322
1558807276.796854027 1.60258 2.92184 2.51958 1.8231e-321
1558807276.931169534 1.61403 2.9432 2.51958 1.8231e-321
1558807277.076270077 1.33635 1.35538 2.51958 2.42092e-322
1558807277.220249766 1.34065 1.36837 2.51958 2.42092e-322
1558807277.363641667 1.34692 1.38529 2.51958 1.63042e-322
1558807277.504208687 1.35489 1.40561 2.51958 1.8231e-321
1558807277.647372551 1.36409 1.42879 2.51958 1.8231e-321
1558807277.791696386 1.37403 1.45374 2.51958 1.8231e-321
1558807277.930893666 1.38397 1.47831 2.51958 1.8231e-321
1558807278.072399995 1.39466 1.50437 2.51958 2.42092e-322
1558807278.267472573 1.79721 2.79775 2.51958 1.63042e-322
1558807278.362189148 1.80435 2.81926 2.51958 2.42092e-322
1558807278.499615031 1.80809 2.83398 2.51958 2.42092e-322
1558807278.643901994 1.81284 2.8515 2.51958 2.42092e-322
1558807278.784882136 1.81699 2.86792 2.51958 1.8231e-321
1558807278.927807717 1.82169 2.88472 2.51958 1.8231e-321
1558807279.073861283 1.82685 2.90214 2.51958 2.42092e-322
1558807279.212945894 1.83256 2.92009 2.51958 1.8231e-321
1558807279.531305423 1.80546 2.75464 2.51958 1.63042e-322
1558807279.534086215 1.81152 2.77329 2.51958 2.42092e-322
1558807279.643482333 1.81882 2.7943 2.51958 1.63042e-322
1558807279.787336725 1.82652 2.81706 2.51958 1.63042e-322
1558807279.929763018 1.8341 2.83847 2.51958 1.63042e-322
1558807280.070763234 1.84202 2.86063 2.51958 1.63042e-322
1558807280.214284105 1.85029 2.88928 2.51958 2.42092e-322
1558807280.365678401 1.859 2.91993 2.51958 1.8231e-321
1558807280.499631689 1.86828 2.94704 2.51958 1.63042e-322
1558807280.671978166 1.21823 1.29245 3.51226 2.42092e-322
1558807280.788808475 1.2213 1.30493 3.51226 1.8231e-321
1558807280.934478227 1.2253 1.31959 3.51226 2.42092e-322
1558807281.070957913 1.23068 1.33592 3.51226 2.42092e-322
1558807281.214139364 1.24001 1.35452 3.51226 1.8231e-321
1558807281.356872058 1.25157 1.37804 3.51226 2.42092e-322
1558807281.500322161 1.26454 1.4047 3.51226 2.42092e-322
1558807281.642838913 1.27911 1.43485 3.51226 2.42092e-322
1558807281.889374942 1.20896 1.97814 3.51697 1.8231e-321
1558807281.928010324 1.21519 1.98404 3.51697 2.42092e-322
1558807282.075494610 1.22427 1.99905 3.51697 2.42092e-322
1558807282.221811416 1.23365 2.01697 3.51697 2.42092e-322
1558807282.357068854 1.24351 2.03556 3.51697 1.8231e-321
1558807282.499987414 1.25407 2.05533 3.51697 1.8231e-321
1558807282.646028635 1.26626 2.07797 3.51697 1.35226e-320
1558807282.789419061 1.27933 2.10221 3.51697 1.63042e-322
1558807282.935318537 1.29231 2.12622 3.51697 2.42092e-322
1558807283.107476021 1.39629 2.40472 3.92215 2.42092e-322
1558807283.214233024 1.40197 2.42152 3.92215 1.8231e-321
1558807283.358040070 1.40873 2.43957 3.92215 1.8231e-321
1558807283.500190085 1.41647 2.45842 3.92215 1.63042e-322
1558807283.644615519 1.42596 2.4798 3.92215 2.42092e-322
1558807283.787062062 1.43565 2.50047 3.92215 1.63042e-322
1558807283.934927860 1.44585 2.52163 3.92215 2.42092e-322
1558807284.078227657 1.45641 2.53825 3.92215 1.8231e-321
1558807284.268476388 1.65952 3.36576 3.51697 1.8231e-321
1558807284.357596498 1.66518 3.37535 3.51697 1.8231e-321
1558807284.504332443 1.67177 3.3865 3.51697 2.42092e-322
1558807284.647605477 1.67997 3.39848 3.51697 2.42092e-322
1558807284.790606835 1.68924 3.41155 3.51697 2.42092e-322
1558807284.928895078 1.70053 3.42774 3.51697 1.8231e-321
1558807285.085084025 1.71294 3.4455 3.51697 2.42092e-322
1558807285.215995084 1.72579 3.4637 3.51697 2.42092e-322
1558807285.458079761 1.94782 2.61486 3.92215 1.9771e-319
1558807285.498149382 1.95322 2.62483 3.92215 2.42092e-322
1558807285.651068384 1.95961 2.63662 3.92215 1.8231e-321
1558807285.797329125 1.96747 2.65115 3.92215 1.8231e-321
1558807285.932464509 1.97577 2.66646 3.92215 1.8231e-321
1558807286.075802826 1.98543 2.6843 3.92215 1.63042e-322
1558807286.217711350 1.99631 2.70438 3.92215 2.42092e-322
1558807286.510887792 1.28322 1.42299 3.51697 1.8231e-321
1558807286.513383965 1.28677 1.42995 3.51697 2.42092e-322
1558807286.653337662 1.29226 1.44079 3.51697 2.42092e-322
1558807286.800821572 1.29913 1.45434 3.51697 4.03285e-318
1558807286.931943665 1.306 1.46791 3.51697 1.8231e-321
1558807287.075283131 1.31364 1.48299 3.51697 1.8231e-321
1558807287.217053046 1.32173 1.49896 3.51697 2.42092e-322
1558807287.360207011 1.3296 1.51446 3.51697 2.42092e-322
1558807287.502838393 1.33811 1.53123 3.51697 2.42092e-322
1558807287.722251284 0.761558 1.20348 3.05389 1.63042e-322
1558807287.785027430 0.771756 1.22294 3.05389 2.42092e-322
1558807287.933203954 0.782617 1.24368 3.05389 2.42092e-322
1558807288.087808925 0.794594 1.26655 3.05389 2.42092e-322
1558807288.219593831 0.807628 1.29143 3.05389 1.8231e-321
1558807288.366634460 0.821656 1.31821 3.05389 1.63042e-322
1558807288.511599250 0.83629 1.34615 3.05389 2.42092e-322
1558807288.648369991 0.852743 1.37756 3.05389 1.9771e-319
1558807288.921002478 1.18401 2.56106 3.51697 1.63042e-322
1558807288.926818446 1.1913 2.57339 3.51697 1.8231e-321
1558807289.077181501 1.19937 2.58704 3.51697 2.42092e-322
1558807289.218005376 1.20814 2.60189 3.51697 1.8231e-321
1558807289.360363186 1.21755 2.61781 3.51697 1.63042e-322
1558807289.502805938 1.22759 2.63482 3.51697 2.42092e-322
1558807289.647522829 1.23883 2.65383 3.51697 2.42092e-322
1558807289.788380885 1.25228 2.67659 3.51697 1.63042e-322
1558807289.930119363 1.26631 2.70033 3.51697 1.63042e-322
1558807290.088958320 1.22239 2.63062 1.89621 1.8231e-321
1558807290.219479393 1.22563 2.6345 1.89621 2.42092e-322
1558807290.357832626 1.22995 2.63989 1.89621 2.42092e-322
1558807290.499329990 1.23466 2.64677 1.89621 1.63042e-322
1558807290.643115351 1.24031 2.65634 1.89621 1.22473e-317
1558807290.790329803 1.24844 2.6701 1.89621 1.9771e-319
1558807290.934244617 1.25826 2.68671 1.89621 1.8231e-321
1558807291.078639937 1.26882 2.70458 1.89621 2.42092e-322
1558807291.282667454 1.90866 3.07525 4.27968 1.63042e-322
1558807291.359324113 1.91622 3.0882 4.27968 1.8231e-321
1558807291.501128479 1.92478 3.10287 4.27968 1.8231e-321
1558807291.655776803 1.93542 3.12111 4.27968 2.42092e-322
1558807291.785526393 1.94593 3.13913 4.27968 1.8231e-321
1558807291.935180170 1.95695 3.15802 4.27968 1.8231e-321
1558807292.077455693 1.96858 3.17796 4.27968 1.8231e-321
1558807292.259243483 1.25688 2.51863 3.04885 1.8231e-321
1558807292.359640737 1.25619 2.52146 3.04885 2.42092e-322
1558807292.499095844 1.25691 2.5269 3.04885 1.8231e-321
1558807292.641350091 1.26104 2.5383 3.04885 2.42092e-322
1558807292.790488811 1.26765 2.55473 3.04885 2.42092e-322
1558807292.935736437 1.27544 2.57264 3.04885 2.42092e-322
1558807293.077251549 1.28397 2.5919 3.04885 2.42092e-322
1558807293.214412087 1.29312 2.61231 3.04885 1.63042e-322
1558807293.476189555 0.757644 1.10927 4.27552 2.42092e-322
1558807293.498586923 0.768317 1.12769 4.27552 1.63042e-322
1558807293.649904827 0.781509 1.14913 4.27552 1.8231e-321
1558807293.787038240 0.79581 1.17195 4.27552 2.42092e-322
1558807293.929207878 0.810141 1.19219 4.27552 2.42092e-322
1558807294.071054292 0.825107 1.21325 4.27552 1.8231e-321
1558807294.215715467 0.837467 1.23506 4.27552 1.63042e-322
1558807294.356540835 0.849416 1.24838 4.27552 1.63042e-322
1558807294.499415605 0.861668 1.2611 4.27552 1.63042e-322
1558807294.662197806 0.818279 2.2595 3.51226 1.8231e-321
1558807294.788943297 0.827103 2.27302 3.51226 1.35226e-320
1558807294.927833770 0.836623 2.28793 3.51226 1.8231e-321
1558807295.072310982 0.847457 2.30547 3.51226 2.42092e-322
1558807295.220599848 0.859495 2.3254 3.51226 1.35226e-320
1558807295.356776770 0.872511 2.34729 3.51226 2.42092e-322
1558807295.499248958 0.88629 2.3707 3.51226 2.42092e-322
1558807295.680006288 1.11141 3.00577 3.51226 1.8231e-321
1558807295.784742265 1.12481 3.02583 3.51226 2.42092e-322
1558807295.928003828 1.1374 3.04454 3.51226 2.42092e-322
1558807296.086025419 1.15044 3.06408 3.51226 2.42092e-322
1558807296.213944673 1.16388 3.08435 3.51226 2.42092e-322
1558807296.357582722 1.17761 3.10518 3.51226 1.63042e-322
1558807296.499439246 1.19159 3.12648 3.51226 1.8231e-321
1558807296.655419349 1.18915 2.57518 3.51226 2.42092e-322
1558807296.793769260 1.20053 2.59445 3.51226 1.63042e-322
1558807296.935110229 1.21275 2.61512 3.51226 2.42092e-322
1558807297.074533920 1.22616 2.63781 3.51226 2.42092e-322
1558807297.213829967 1.23802 2.65789 3.51226 2.42092e-322
1558807297.364491521 1.2503 2.67868 3.51226 1.8231e-321
1558807297.505246376 1.26313 2.70039 3.51226 1.8231e-321
1558807297.702990825 1.24571 2.13419 3.51226 2.42092e-322
1558807297.785473808 1.2589 2.15937 3.51226 1.8231e-321
1558807297.937473720 1.27227 2.18489 3.51226 1.63042e-322
1558807298.071681945 1.28617 2.21142 3.51226 1.8231e-321
1558807298.221621796 1.30043 2.23866 3.51226 2.42092e-322
1558807298.359049441 1.31497 2.26641 3.51226 2.42092e-322
1558807298.499675373 1.32971 2.29455 3.51226 2.42092e-322
1558807298.644345402 1.34514 2.324 3.51226 1.8231e-321
1558807298.887702731 0.812164 2.03096 3.04885 2.42092e-322
1558807298.927973775 0.825147 2.05369 3.04885 2.42092e-322
1558807299.073729239 0.838822 2.07762 3.04885 1.63042e-322
1558807299.214302971 0.853055 2.10252 3.04885 1.8231e-321
1558807299.360264844 0.866306 2.12571 3.04885 1.8231e-321
1558807299.505951988 0.879723 2.14919 3.04885 1.8231e-321
1558807299.646622449 0.894613 2.17525 3.04885 2.42092e-322
1558807299.790718973 0.909842 2.2019 3.04885 1.8231e-321
1558807299.933279889 0.924438 2.22745 3.04885 1.8231e-321
1558807300.132237161 1.0466 2.36627 1.15308 1.8231e-321
1558807300.214034490 1.05814 2.38364 1.15308 2.42092e-322
1558807300.356134828 1.07006 2.40229 1.15308 2.42092e-322
1558807300.501312879 1.08238 2.42212 1.15308 2.42092e-322
1558807300.642464523 1.09634 2.44531 1.15308 2.42092e-322
1558807300.787707887 1.11009 2.46816 1.15308 2.42092e-322
1558807300.928755011 1.12347 2.49104 1.15308 2.42092e-322
1558807301.069511695 0.9081 2.19284 1.89032 2.42092e-322
1558807301.213571585 0.919854 2.21759 1.89032 1.63042e-322
1558807301.357023675 0.932924 2.24474 1.89032 2.42092e-322
1558807301.500828978 0.946768 2.2733 1.89032 2.42092e-322
1558807301.649582027 0.961927 2.30474 1.89032 2.42092e-322
1558807301.787216853 0.977808 2.33701 1.89032 2.42092e-322
1558807301.935954618 0.992676 2.36744 1.89032 1.63042e-322
1558807302.082830375 1.00773 2.39821 1.89032 2.42092e-322
1558807302.320573195 1.07636 1.57269 2.51414 2.42092e-322
1558807302.356403496 1.07969 1.5848 2.51414 2.42092e-322
1558807302.499465755 1.08506 1.60084 2.51414 2.42092e-322
1558807302.642606138 1.09363 1.62389 2.51414 1.8231e-321
1558807302.791207856 1.10265 1.64695 2.51414 1.63042e-322
1558807302.928174188 1.11155 1.66924 2.51414 1.8231e-321
1558807303.073502819 1.12171 1.69427 2.51414 2.42092e-322
1558807303.214855386 1.13246 1.72035 2.51414 1.63042e-322
1558807303.472719547 1.80825 3.05744 3.91774 2.42092e-322
1558807303.498713422 1.81143 3.06001 3.91774 1.8231e-321
1558807303.643620863 1.81722 3.06706 3.91774 2.42092e-322
1558807303.794072581 1.82524 3.07767 3.91774 2.42092e-322
1558807303.933201828 1.8342 3.09037 3.91774 1.63042e-322
1558807304.077177348 1.84396 3.10456 3.91774 2.42092e-322
1558807304.217778168 1.85449 3.12025 3.91774 2.42092e-322
1558807304.524304913 1.16098 3.0202 3.04885 1.8231e-321
1558807304.526778376 1.17169 3.04052 3.04885 2.42092e-322
1558807304.652627520 1.18345 3.06268 3.04885 2.42092e-322
1558807304.791335247 1.19663 3.08713 3.04885 2.42092e-322
1558807304.928195777 1.20922 3.11035 3.04885 7.16395e-322
1558807305.072748661 1.22241 3.13451 3.04885 2.42092e-322
1558807305.214675540 1.23615 3.15951 3.04885 7.16395e-322
1558807305.357788529 1.25034 3.18518 3.04885 2.42092e-322
1558807305.500349491 1.26488 3.21135 3.04885 1.8231e-321
1558807305.682875784 1.26012 1.27104 1.89032 1.8231e-321
1558807305.785342340 1.26729 1.28531 1.89032 2.42092e-322
1558807305.927408392 1.27557 1.30285 1.89032 2.42092e-322
1558807306.074109638 1.28483 1.3234 1.89032 2.42092e-322
1558807306.214112969 1.29475 1.34617 1.89032 1.63042e-322
1558807306.357283905 1.30512 1.36939 1.89032 1.63042e-322
1558807306.499676165 1.31529 1.39165 1.89032 1.8231e-321
1558807306.663776120 1.4805 2.40589 3.51226 2.42092e-322
1558807306.786598385 1.49014 2.42577 3.51226 1.63042e-322
1558807306.928301403 1.50047 2.44711 3.51226 2.42092e-322
1558807307.071165999 1.51111 2.46919 3.51226 2.42092e-322
1558807307.217476608 1.52178 2.49153 3.51226 1.63042e-322
1558807307.358610492 1.53238 2.51385 3.51226 1.8231e-321
1558807307.499132989 1.54273 2.53587 3.51226 1.63042e-322
1558807307.689510495 1.62961 2.76397 2.51414 1.8231e-321
1558807307.787219492 1.63589 2.77547 2.51414 1.8231e-321
1558807307.927844523 1.64284 2.78823 2.51414 2.42092e-322
1558807308.073623994 1.65099 2.80317 2.51414 2.42092e-322
1558807308.213751165 1.65929 2.81838 2.51414 1.63042e-322
1558807308.363877167 1.66741 2.83326 2.51414 1.8231e-321
1558807308.504215159 1.67622 2.84941 2.51414 1.8231e-321
1558807308.669332207 2.08797 3.48766 3.04885 1.8231e-321
1558807308.795875556 2.09206 3.49489 3.04885 1.8231e-321
1558807308.931769361 2.09643 3.50262 3.04885 1.8231e-321
1558807309.086820324 1.69694 2.79583 3.04885 1.63042e-322
1558807309.221781858 1.70216 2.80507 3.04885 1.63042e-322
1558807309.361476791 1.70859 2.81644 3.04885 1.63042e-322
1558807309.504137128 1.71614 2.82979 3.04885 2.42092e-322
1558807309.650064690 1.72584 2.84696 3.04885 2.42092e-322
1558807309.938143237 0.716513 1.88485 2.51414 1.8231e-321
1558807309.940956393 0.718972 1.88952 2.51414 2.42092e-322
1558807310.071238684 0.722833 1.89655 2.51414 2.42092e-322
1558807310.214603930 0.728667 1.90698 2.51414 1.8231e-321
1558807310.365324765 0.736241 1.92041 2.51414 1.63042e-322
1558807310.500209068 0.745342 1.93648 2.51414 1.63042e-322
1558807310.651128811 0.755668 1.95658 2.51414 1.8231e-321
1558807310.932183597 1.50599 2.65636 4.27552 1.8231e-321
1558807310.935077411 1.51064 2.66498 4.27552 1.8231e-321
1558807311.070794669 1.51753 2.67635 4.27552 1.8231e-321
1558807311.219883660 1.52607 2.69 4.27552 1.8231e-321
1558807311.356739384 1.5356 2.70506 4.27552 1.8231e-321
1558807311.499140893 1.54294 2.71577 4.27552 2.42092e-322
1558807311.642476398 1.55175 2.72912 4.27552 2.42092e-322
1558807311.785722300 1.56109 2.74291 4.27552 1.8231e-321
1558807311.936148900 1.57048 2.75723 4.27552 1.63042e-322
1558807312.084538829 1.39316 1.66113 2.51414 2.42092e-322
1558807312.214582571 1.3901 1.66237 2.51414 1.63042e-322
1558807312.364124030 1.38925 1.66534 2.51414 1.63042e-322
1558807312.518316386 1.39215 1.67111 2.51414 1.63042e-322
1558807312.649588851 1.39801 1.68297 2.51414 2.42092e-322
1558807312.800585110 1.40476 1.69679 2.51414 1.63042e-322
1558807312.934739178 1.40842 1.70415 2.51414 1.63042e-322
1558807313.076959666 1.41259 1.71261 2.51414 2.42092e-322
1558807313.320693902 1.24841 1.24313 4.27552 2.42092e-322
1558807313.356265777 1.25257 1.25453 4.27552 7.16395e-322
1558807313.500300904 1.25947 1.2718 4.27552 1.63042e-322
1558807313.642912327 1.26725 1.29158 4.27552 1.63042e-322
1558807313.788906303 1.27713 1.31518 4.27552 1.8231e-321
1558807313.928011130 1.28568 1.33877 4.27552 1.8231e-321
1558807314.071388888 1.29238 1.36345 4.27552 2.42092e-322
1558807314.259175160 1.54636 2.69078 3.04885 1.8231e-321
1558807314.356745220 1.55078 2.70254 3.04885 7.16395e-322
1558807314.499743679 1.5557 2.7154 3.04885 1.63042e-322
1558807314.651687588 1.56141 2.72995 3.04885 2.42092e-322
1558807314.792851163 1.56767 2.74569 3.04885 1.63042e-322
1558807314.929425476 1.57387 2.7608 3.04885 1.35226e-320
1558807315.072372788 1.57932 2.77643 3.04885 2.42092e-322
1558807315.214883089 1.58597 2.7925 3.04885 1.35226e-320
1558807315.464528936 1.42716 2.25351 2.51414 2.42092e-322
1558807315.498797486 1.41995 2.24381 2.51414 2.42092e-322
1558807315.641897700 1.41335 2.23549 2.51414 1.63042e-322
1558807315.785128482 1.40793 2.22893 2.51414 1.8231e-321
1558807315.940340065 1.40551 2.22786 2.51414 1.8231e-321
1558807316.078765605 1.40445 2.22954 2.51414 2.42092e-322
1558807316.218861064 1.404 2.23126 2.51414 1.63042e-322
1558807316.528868476 1.21601 1.69019 1.15308 1.63042e-322
1558807316.531609189 1.21959 1.6948 1.15308 1.3488e-321
1558807316.655369948 1.2244 1.70209 1.15308 1.9771e-319
1558807316.785779629 1.23116 1.71324 1.15308 1.8231e-321
1558807316.928712517 1.23827 1.72481 1.15308 2.42092e-322
1558807317.071052550 1.24654 1.73845 1.15308 1.8231e-321
1558807317.221716969 1.25531 1.75309 1.15308 1.9771e-319
1558807317.357177131 1.26461 1.76884 1.15308 2.42092e-322
1558807317.499018624 1.27444 1.78563 1.15308 2.42092e-322
1558807317.660002266 1.77871 3.57291 2.51414 2.42092e-322
1558807317.788155469 1.77787 3.57149 2.51414 2.42092e-322
1558807317.927920721 1.77834 3.57229 2.51414 1.8231e-321
1558807318.073603915 1.7795 3.57424 2.51414 1.63042e-322
1558807318.213925739 1.7797 3.57458 2.51414 2.42092e-322
1558807318.356083826 1.7788 3.57305 2.51414 2.42092e-322
1558807318.499864567 1.77827 3.57216 2.51414 2.42092e-322
1558807318.665824446 1.02223 2.05284 3.91774 2.42092e-322
1558807318.785246266 1.01992 2.05332 3.91774 1.8231e-321
1558807318.928160912 1.01968 2.05685 3.91774 1.8231e-321
1558807319.075494366 1.02088 2.06242 3.91774 2.42092e-322
1558807319.214910499 1.02396 2.07113 3.91774 1.8231e-321
1558807319.371429962 1.02943 2.08415 3.91774 1.8231e-321
1558807319.508205499 1.03658 2.10004 3.91774 2.42092e-322
1558807319.657405831 1.04542 2.11876 3.91774 1.8231e-321
1558807319.939663734 1.18659 5.17965 4.27552 2.42092e-322
1558807319.942197266 1.19816 5.19596 4.27552 1.8231e-321
1558807320.079769311 1.20991 5.21141 4.27552 1.63042e-322
1558807320.219649510 1.22258 5.22705 4.27552 2.42092e-322
1558807320.358773060 1.23601 5.24281 4.27552 1.8231e-321
1558807320.501235034 1.25007 5.25868 4.27552 2.42092e-322
1558807320.645685460 1.26547 5.27635 4.27552 1.63042e-322
1558807320.865419791 1.23935 2.43933 3.91774 2.42092e-322
1558807320.927835829 1.24017 2.43996 3.91774 1.8231e-321
1558807321.078414320 1.24213 2.44347 3.91774 1.8231e-321
1558807321.214569106 1.24533 2.44968 3.91774 1.63042e-322
1558807321.358867348 1.25001 2.45887 3.91774 2.42092e-322
1558807321.499848033 1.25658 2.47167 3.91774 2.42092e-322
1558807321.643776879 1.26604 2.48993 3.91774 1.8231e-321
1558807321.856939954 0.769542 1.87389 3.91774 2.42092e-322
1558807321.935876403 0.778671 1.88266 3.91774 2.42092e-322
1558807322.071803774 0.790361 1.89601 3.91774 2.42092e-322
1558807322.214069420 0.80306 1.91113 3.91774 1.8231e-321
1558807322.364759362 0.816499 1.92767 3.91774 2.42092e-322
1558807322.500250174 0.830554 1.94554 3.91774 1.63042e-322
1558807322.642242300 0.846663 1.96631 3.91774 1.63042e-322
1558807322.873544335 0.481121 1.22039 4.27552 2.42092e-322
1558807322.927771595 0.489642 1.23949 4.27552 2.42092e-322
1558807323.073387742 0.498862 1.26052 4.27552 1.22473e-317
1558807323.218665839 0.511562 1.28827 4.27552 1.8231e-321
1558807323.356395275 0.525535 1.31834 4.27552 2.42092e-322
1558807323.500077068 0.540098 1.34914 4.27552 1.8231e-321
1558807323.643368771 0.556456 1.38244 4.27552 1.8231e-321
1558807323.789667658 0.57355 1.41672 4.27552 1.63042e-322
1558807323.928420249 0.590163 1.44883 4.27552 2.42092e-322
1558807324.072581523 1.5672 1.95595 4.27552 2.42092e-322
1558807324.214826812 1.57418 1.96233 4.27552 2.42092e-322
1558807324.358888584 1.58316 1.97111 4.27552 1.8231e-321
1558807324.499360061 1.59407 1.98297 4.27552 1.63042e-322
1558807324.650631273 1.6078 1.99892 4.27552 2.42092e-322
1558807324.786416754 1.62159 2.01405 4.27552 2.42092e-322
1558807324.928344608 1.63488 2.03133 4.27552 1.8231e-321
1558807325.072970384 1.20745 3.21009 4.27552 2.42092e-322
