1558807138.500026213 10 -nan -nan 2.42092e-322
1558807200.643624363 1.0264 1.56504 2.51414 2.42092e-322
1558807200.862397634 0.802955 2.289 3.05389 1.63042e-322
1558807200.928010289 0.805089 2.29348 3.05389 1.63042e-322
1558807201.071906333 0.80926 2.30022 3.05389 1.63042e-322
1558807201.213280067 0.815289 2.30881 3.05389 2.42092e-322
1558807201.356847371 0.82273 2.31912 3.05389 1.8231e-321
1558807201.498794309 0.83224 2.33298 3.05389 2.42092e-322
1558807201.644304614 0.846343 2.35559 3.05389 2.42092e-322
1558807201.790522668 0.862456 2.38209 3.05389 2.42092e-322
1558807201.927837040 0.877633 2.40693 3.05389 1.8231e-321
1558807202.070223417 1.74566 3.21587 1.89621 1.8231e-321
1558807202.214019570 1.74905 3.22266 1.89621 2.42092e-322
1558807202.356879444 1.75365 3.23185 1.89621 2.42092e-322
1558807202.500067568 1.75945 3.24345 1.89621 2.42092e-322
1558807202.651482424 1.76736 3.25928 1.89621 4.03285e-318
1558807202.787100360 1.77529 3.27512 1.89621 2.42092e-322
1558807202.927357068 1.78399 3.29254 1.89621 1.8231e-321
1558807203.077300209 1.49316 3.13606 1.87687 2.42092e-322
1558807203.214099377 1.50085 3.14908 1.87687 2.42092e-322
1558807203.366435082 1.51139 3.16776 1.87687 1.9771e-319
1558807203.499374699 1.52304 3.18866 1.87687 7.16395e-322
1558807203.644326745 1.53595 3.21207 1.87687 5.58294e-322
1558807203.786639924 1.54963 3.23732 1.87687 2.42092e-322
1558807203.929509606 1.56231 3.26102 1.87687 2.42092e-322
1558807204.074925510 1.57518 3.28506 1.87687 2.42092e-322
1558807204.272825882 1.24562 2.2158 1.1595 5.58294e-322
1558807204.358272050 1.24265 2.20984 1.1595 2.42092e-322
1558807204.500204381 1.24072 2.20599 1.1595 1.63042e-322
1558807204.644301657 1.24053 2.20561 1.1595 1.63042e-322
1558807204.786711881 1.24473 2.21402 1.1595 2.42092e-322
1558807204.929120623 1.25029 2.22513 1.1595 1.63042e-322
1558807205.084948969 1.25697 2.23848 1.1595 1.8231e-321
1558807205.213753440 1.26461 2.25376 1.1595 2.42092e-322
1558807205.454050585 1.13455 1.21379 1.89621 1.8231e-321
1558807205.498286382 1.14417 1.22496 1.89621 1.63042e-322
1558807205.643320114 1.15736 1.24132 1.89621 2.42092e-322
1558807205.786484196 1.17061 1.25883 1.89621 2.42092e-322
1558807205.927890451 1.18433 1.27709 1.89621 1.63042e-322
1558807206.071972003 1.1986 1.29618 1.89621 2.42092e-322
1558807206.213927205 1.21332 1.31893 1.89621 2.42092e-322
1558807206.466562909 0.795684 1.31592 3.05389 1.9771e-319
1558807206.498889628 0.800169 1.32489 3.05389 2.42092e-322
1558807206.643223859 0.806877 1.33831 3.05389 2.42092e-322
1558807206.789259073 0.816732 1.35802 3.05389 2.42092e-322
1558807206.934931938 0.827522 1.3796 3.05389 2.42092e-322
1558807207.070762890 0.839958 1.40447 3.05389 2.42092e-322
1558807207.216885563 0.853181 1.43091 3.05389 1.8231e-321
1558807207.356518654 0.866207 1.45697 3.05389 2.42092e-322
1558807207.498989961 0.879599 1.48375 3.05389 1.8231e-321
1558807207.659643044 0.79675 2.01156 1.1595 2.42092e-322
1558807207.786058474 0.79649 2.01539 1.1595 1.63042e-322
1558807207.931494489 0.797635 2.02194 1.1595 2.42092e-322
1558807208.072348742 0.800314 2.03136 1.1595 1.63042e-322
1558807208.214175108 0.804732 2.04391 1.1595 1.8231e-321
1558807208.361577886 0.811379 2.0602 1.1595 1.63042e-322
1558807208.498726235 0.82114 2.08145 1.1595 2.42092e-322
1558807208.642758397 0.834417 2.10791 1.1595 1.63042e-322
1558807208.868777171 1.21685 2.49203 0.268386 1.8231e-321
1558807208.935110072 1.21915 2.50165 0.268386 1.8231e-321
1558807209.071306762 1.2233 2.50877 0.268386 1.63042e-322
1558807209.214801063 1.22947 2.51881 0.268386 1.8231e-321
1558807209.356919302 1.23781 2.53249 0.268386 2.42092e-322
1558807209.501039652 1.24803 2.54937 0.268386 1.8231e-321
1558807209.642358296 1.26047 2.56996 0.268386 2.42092e-322
1558807209.870154169 1.72813 3.36796 1.89032 1.63042e-322
1558807209.928013053 1.73005 3.3652 1.89032 2.42092e-322
1558807210.074862047 1.73314 3.36467 1.89032 1.8231e-321
1558807210.213522246 1.73733 3.36628 1.89032 1.63042e-322
1558807210.357036984 1.74243 3.36965 1.89032 1.63042e-322
1558807210.505891695 1.74823 3.37441 1.89032 1.8231e-321
1558807210.649660134 1.75583 3.38227 1.89032 1.8231e-321
1558807210.784753396 1.76663 3.39643 1.89032 1.8231e-321
1558807210.936114194 1.77709 3.41044 1.89032 1.8231e-321
1558807211.070579310 2.23528 4.20217 1.15308 1.63042e-322
1558807211.214351719 2.23845 4.2085 1.15308 2.42092e-322
1558807211.358164469 2.24374 4.2191 1.15308 1.63042e-322
1558807211.500119087 2.24941 4.23043 1.15308 2.42092e-322
1558807211.650116887 2.25595 4.24351 1.15308 1.63042e-322
1558807211.797774878 2.26183 4.25526 1.15308 2.42092e-322
1558807211.934578762 2.26829 4.2682 1.15308 2.42092e-322
1558807212.121808281 1.93872 3.60905 2.51414 1.98466e-320
1558807212.220147132 1.94007 3.61174 2.51414 1.8231e-321
1558807212.357713211 1.94326 3.61813 2.51414 2.42092e-322
1558807212.498905843 1.94787 3.62735 2.51414 1.63042e-322
1558807212.642399104 1.95306 3.63772 2.51414 1.8231e-321
1558807212.786906368 1.95863 3.64887 2.51414 1.8231e-321
1558807212.928601196 1.96496 3.66153 2.51414 1.8231e-321
1558807213.073134107 1.97187 3.67535 2.51414 1.8231e-321
1558807213.284986463 2.18635 6.05833 3.05389 1.8231e-321
1558807213.357398309 2.19483 6.06766 3.05389 1.8231e-321
1558807213.502569106 2.20388 6.07789 3.05389 1.8231e-321
1558807213.649566066 2.21357 6.08925 3.05389 1.8231e-321
1558807213.787917631 2.22436 6.10156 3.05389 2.42092e-322
1558807213.928063561 2.23422 6.11311 3.05389 2.42092e-322
1558807214.077151601 2.24419 6.12488 3.05389 2.42092e-322
1558807214.212946367 2.25422 6.13675 3.05389 1.8231e-321
1558807214.456173513 1.22692 2.1784 2.51958 2.42092e-322
1558807214.499004242 1.23042 2.18539 2.51958 1.8231e-321
1558807214.646144699 1.23651 2.19758 2.51958 7.16395e-322
1558807214.788454296 1.24499 2.21454 2.51958 2.42092e-322
1558807214.927171538 1.25523 2.23502 2.51958 2.42092e-322
1558807215.087129114 1.26695 2.25846 2.51958 3.21143e-322
1558807215.213916902 1.27341 2.27137 2.51958 1.8231e-321
1558807215.356240560 1.28067 2.28589 2.51958 1.8231e-321
1558807215.500650648 1.28856 2.30167 2.51958 2.42092e-322
1558807215.658934451 0.746934 0.405622 2.50173 1.8231e-321
1558807215.788073111 0.752462 0.416411 2.50173 1.8231e-321
1558807215.934021123 0.761815 0.434922 2.50173 1.8231e-321
1558807216.071394857 0.774262 0.45969 2.50173 2.42092e-322
1558807216.214072249 0.788026 0.487163 2.50173 1.8231e-321
1558807216.360546137 0.80251 0.516143 2.50173 1.8231e-321
1558807216.499508653 0.817471 0.546146 2.50173 1.8231e-321
1558807216.642653640 0.833646 0.5742 2.50173 2.42092e-322
1558807216.862128966 0.747183 1.21892 2.51958 2.42092e-322
1558807216.935565895 0.758022 1.2406 2.51958 4.79244e-322
1558807217.083211620 0.770057 1.26467 2.51958 2.42092e-322
1558807217.213808938 0.783173 1.2909 2.51958 2.42092e-322
1558807217.357446587 0.796099 1.31675 2.51958 2.42092e-322
1558807217.499737304 0.80844 1.34143 2.51958 2.42092e-322
1558807217.648745145 0.823133 1.37082 2.51958 1.8231e-321
1558807217.894035073 0.274353 2.22479 2.51958 1.8231e-321
1558807217.928077839 0.282749 2.2422 2.51958 2.42092e-322
1558807218.074692003 0.294785 2.26306 2.51958 2.42092e-322
1558807218.216245812 0.309856 2.28691 2.51958 1.8231e-321
1558807218.355909600 0.326203 2.31266 2.51958 2.42092e-322
1558807218.500429386 0.343235 2.33952 2.51958 1.8231e-321
1558807218.643060935 0.361822 2.36872 2.51958 1.8231e-321
1558807218.786272392 0.380957 2.39897 2.51958 1.63042e-322
1558807218.937193265 0.398903 2.4272 2.51958 1.35226e-320
1558807219.069638450 1.4567 2.63795 2.51958 1.63042e-322
1558807219.215479737 1.46486 2.65426 2.51958 1.3488e-321
1558807219.364058674 1.47505 2.67465 2.51958 2.42092e-322
1558807219.499828945 1.48543 2.6954 2.51958 2.42092e-322
1558807219.643117693 1.49651 2.71758 2.51958 1.8231e-321
1558807219.788604173 1.50802 2.74059 2.51958 1.8231e-321
1558807219.929216474 1.51869 2.76193 2.51958 2.42092e-322
1558807220.070257027 1.57602 2.57647 3.51697 2.42092e-322
1558807220.213450781 1.58566 2.59351 3.51697 1.8231e-321
1558807220.357481017 1.59619 2.61215 3.51697 1.42785e-321
1558807220.499474643 1.60751 2.63217 3.51697 2.42092e-322
1558807220.643499384 1.62071 2.65552 3.51697 2.42092e-322
1558807220.796996262 1.63377 2.67864 3.51697 2.42092e-322
1558807220.928232039 1.64674 2.70159 3.51697 1.8231e-321
1558807221.076632947 1.66004 2.72512 3.51697 1.63042e-322
1558807221.276389336 0.845587 1.31531 2.50173 2.42092e-322
1558807221.357626641 0.85491 1.32818 2.50173 1.8231e-321
1558807221.498383189 0.864321 1.34382 2.50173 2.42092e-322
1558807221.643453041 0.874186 1.36348 2.50173 2.42092e-322
1558807221.786124046 0.884022 1.38301 2.50173 1.8231e-321
1558807221.928963710 0.893984 1.40278 2.50173 4.00193e-322
1558807222.086284507 0.904201 1.42304 2.50173 2.42092e-322
1558807222.213529204 0.914616 1.44369 2.50173 2.42092e-322
1558807222.455476558 0.779871 1.0818 2.51958 2.42092e-322
1558807222.498377676 0.784411 1.09224 2.51958 1.63042e-322
1558807222.641701913 0.791613 1.108 2.51958 5.58294e-322
1558807222.784819301 0.799209 1.12475 2.51958 1.63042e-322
1558807222.926749280 0.808177 1.14405 2.51958 1.63042e-322
1558807223.071342545 0.818139 1.16535 2.51958 1.63042e-322
1558807223.214566018 0.828922 1.18831 2.51958 1.8231e-321
1558807223.458192267 1.14889 2.54382 2.51958 1.8231e-321
1558807223.498921482 1.15593 2.55516 2.51958 2.42092e-322
1558807223.649158767 1.16565 2.57157 2.51958 2.42092e-322
1558807223.791096895 1.17597 2.58904 2.51958 2.42092e-322
1558807223.934921607 1.18634 2.60656 2.51958 2.42092e-322
1558807224.084029885 1.19717 2.62485 2.51958 2.42092e-322
1558807224.220074649 1.20841 2.64385 2.51958 4.99649e-320
1558807224.537297949 0.7676 2.07878 1.13868 1.8231e-321
1558807224.540152086 0.775688 2.09516 1.13868 2.42092e-322
1558807224.642618030 0.786246 2.11465 1.13868 1.63042e-322
1558807224.787465846 0.797307 2.13211 1.13868 1.8231e-321
1558807224.929154352 0.809309 2.1515 1.13868 1.8231e-321
1558807225.074779137 0.822278 2.17285 1.13868 1.8231e-321
1558807225.213417416 0.835998 2.19573 1.13868 1.3488e-321
1558807225.470265221 1.08829 2.35499 3.48623 2.42092e-322
1558807225.498240119 1.08932 2.37345 3.48623 1.8231e-321
1558807225.644741481 1.09185 2.39492 3.48623 5.58294e-322
1558807225.786099817 1.09441 2.40915 3.48623 1.63042e-322
1558807225.935690108 1.09536 2.42501 3.48623 1.8231e-321
1558807226.073574425 1.09723 2.44247 3.48623 1.63042e-322
1558807226.213327309 1.0997 2.46096 3.48623 2.42092e-322
1558807226.357848649 1.10266 2.48028 3.48623 1.63042e-322
1558807226.499624609 1.10596 2.50014 3.48623 1.8231e-321
1558807226.653819213 1.41803 2.246 3.49089 2.42092e-322
1558807226.784722827 1.42113 2.26407 3.49089 2.42092e-322
1558807226.928030001 1.42599 2.28089 3.49089 2.42092e-322
1558807227.070490605 1.43056 2.29675 3.49089 2.42092e-322
1558807227.212269493 1.43449 2.31403 3.49089 1.8231e-321
1558807227.355742716 1.43914 2.33245 3.49089 2.42092e-322
1558807227.498813618 1.44422 2.35182 3.49089 1.8231e-321
1558807227.642230158 1.44975 2.37371 3.49089 1.63042e-322
1558807227.851409790 1.6154 3.49088 1.13284 2.42092e-322
1558807227.928123876 1.62094 3.50709 1.13284 1.8231e-321
1558807228.069812616 1.62706 3.52503 1.13284 5.58294e-322
1558807228.212968991 1.63417 3.54464 1.13284 1.63042e-322
1558807228.359822283 1.64314 3.56568 1.13284 1.8231e-321
1558807228.498723270 1.65454 3.58788 1.13284 2.42092e-322
1558807228.642338922 1.66807 3.61312 1.13284 1.8231e-321
1558807228.785432446 1.68158 3.6371 1.13284 1.35226e-320
1558807228.928189944 1.69482 3.65591 1.13284 1.8231e-321
1558807229.070347420 0.768928 2.60906 2.49702 2.42092e-322
1558807229.213355900 0.776292 2.62298 2.49702 2.42092e-322
1558807229.356854549 0.784382 2.63798 2.49702 2.42092e-322
1558807229.498797019 0.793215 2.65402 2.49702 1.8231e-321
1558807229.642616231 1.26566 3.48162 2.49702 1.63042e-322
1558807229.787565393 1.27449 3.49672 2.49702 2.42092e-322
1558807229.930088813 1.28385 3.51297 2.49702 1.63042e-322
1558807230.070717682 1.29404 3.53044 2.49702 2.42092e-322
1558807230.269796264 0.774367 1.27329 1.89621 2.42092e-322
1558807230.356669409 0.780271 1.28509 1.89621 1.63042e-322
1558807230.498553353 0.787424 1.2994 1.89621 1.63042e-322
1558807230.641788174 0.797005 1.31856 1.89621 2.42092e-322
1558807230.792668949 0.807468 1.33949 1.89621 1.63042e-322
1558807230.928208350 0.818994 1.36254 1.89621 2.42092e-322
1558807231.085644689 0.831671 1.38789 1.89621 1.63042e-322
1558807231.212374940 0.845274 1.4151 1.89621 1.8231e-321
1558807231.482986038 1.31499 3.61507 2.51958 1.8231e-321
1558807231.498682822 1.3188 3.62679 2.51958 2.42092e-322
1558807231.654225712 1.32779 3.6417 2.51958 1.35226e-320
1558807231.786524350 1.33752 3.65746 2.51958 1.8231e-321
1558807231.929132622 1.34775 3.67379 2.51958 4.00193e-322
1558807232.071390292 1.3584 3.6911 2.51958 1.63042e-322
1558807232.214302029 1.36941 3.7092 2.51958 2.42092e-322
1558807232.454747699 1.56605 1.29632 1.1595 1.8231e-321
1558807232.498605672 1.56638 1.29973 1.1595 1.63042e-322
1558807232.641685543 1.56782 1.30565 1.1595 1.63042e-322
1558807232.784865683 1.56985 1.31339 1.1595 2.42092e-322
1558807232.928597030 1.57255 1.32223 1.1595 2.42092e-322
1558807233.078069259 1.57605 1.33286 1.1595 2.42092e-322
1558807233.213747977 1.58051 1.34562 1.1595 1.8231e-321
1558807233.358157767 1.58592 1.36045 1.1595 1.63042e-322
1558807233.499601442 1.5921 1.37699 1.1595 1.8231e-321
1558807233.657069470 1.04129 0.815827 0.275448 1.8231e-321
1558807233.787216378 1.05619 0.851405 0.275448 1.8231e-321
1558807233.928754264 1.07025 0.884903 0.275448 2.42092e-322
1558807234.071862927 1.08465 0.919283 0.275448 2.42092e-322
1558807234.214621799 1.09929 0.95428 0.275448 1.8231e-321
1558807234.360522896 1.11409 0.989695 0.275448 2.42092e-322
1558807234.499449000 1.129 1.02544 0.275448 1.63042e-322
1558807234.644358872 1.14492 1.06337 0.275448 1.8231e-321
1558807234.866647911 0.742775 1.28781 2.50173 2.42092e-322
1558807234.928385050 0.747536 1.29786 2.50173 2.42092e-322
1558807235.079750140 0.754364 1.31228 2.50173 1.8231e-321
1558807235.213594076 0.763085 1.33069 2.50173 1.8231e-321
1558807235.364312130 0.77383 1.35337 2.50173 1.63042e-322
1558807235.499432404 0.786355 1.37981 2.50173 2.42092e-322
1558807235.643582299 0.800446 1.40956 2.50173 2.42092e-322
1558807235.787105559 0.816121 1.44265 2.50173 1.35226e-320
1558807235.928088482 0.83061 1.47324 2.50173 2.42092e-322
1558807236.069551262 0.792268 1.38834 2.51958 2.42092e-322
1558807236.214300370 0.795827 1.39275 2.51958 1.8231e-321
1558807236.357002878 0.800588 1.39968 2.51958 2.42092e-322
1558807236.500034566 0.807361 1.41095 2.51958 1.8231e-321
1558807236.642833515 0.817319 1.42863 2.51958 2.42092e-322
1558807236.789132261 0.827349 1.44693 2.51958 1.63042e-322
1558807236.928021426 0.838053 1.46665 2.51958 7.16395e-322
1558807237.070583007 0.80143 1.38585 2.51958 2.42092e-322
1558807237.213182677 0.811437 1.40698 2.51958 1.8231e-321
1558807237.356939706 0.822232 1.42977 2.51958 1.63042e-322
1558807237.500171376 0.833553 1.45367 2.51958 1.8231e-321
1558807237.642211776 0.845948 1.47984 2.51958 7.16395e-322
1558807237.791806217 0.85919 1.50779 2.51958 1.63042e-322
1558807237.928332866 0.871719 1.53424 2.51958 2.42092e-322
1558807238.072794459 0.884559 1.56135 2.51958 7.16395e-322
1558807238.275555517 1.1964 1.23699 1.89621 1.8231e-321
1558807238.364126691 1.19717 1.23862 1.89621 2.42092e-322
1558807238.499866383 1.19972 1.24396 1.89621 2.42092e-322
1558807238.644351376 1.20548 1.25605 1.89621 1.63042e-322
1558807238.785664777 1.21548 1.27707 1.89621 2.42092e-322
1558807238.928275716 1.22678 1.30079 1.89621 1.63042e-322
1558807239.070979701 1.23925 1.32699 1.89621 2.42092e-322
1558807239.282975619 0.781097 2.03666 3.51697 2.42092e-322
1558807239.365166483 0.788645 2.04951 3.51697 1.8231e-321
1558807239.499574590 0.797638 2.06524 3.51697 4.00193e-322
1558807239.643107930 0.808122 2.08391 3.51697 3.21143e-322
1558807239.786439365 0.820026 2.1044 3.51697 2.42092e-322
1558807239.927769269 0.831742 2.12422 3.51697 3.21143e-322
1558807240.083252591 0.844409 2.14468 3.51697 1.8231e-321
1558807240.213504220 0.858093 2.16562 3.51697 1.8231e-321
1558807240.459167683 1.1194 1.5706 1.1595 2.42092e-322
1558807240.498438606 1.12337 1.58227 1.1595 2.42092e-322
1558807240.647344380 1.12903 1.59673 1.1595 2.42092e-322
1558807240.785410346 1.13871 1.6139 1.1595 2.42092e-322
1558807240.927970408 1.14825 1.62687 1.1595 2.42092e-322
1558807241.077617523 1.15795 1.63845 1.1595 2.42092e-322
1558807241.214045626 1.1674 1.64985 1.1595 2.42092e-322
1558807241.473566117 1.21927 2.71605 3.04955 2.42092e-322
1558807241.500003045 1.22544 2.72624 3.04955 2.42092e-322
1558807241.642609859 1.23575 2.74264 3.04955 2.42092e-322
1558807241.785879193 1.24703 2.76048 3.04955 1.8231e-321
1558807241.930573082 1.25896 2.77906 3.04955 2.42092e-322
1558807242.082338126 1.27149 2.79846 3.04955 1.8231e-321
1558807242.215407423 1.28449 2.81846 3.04955 2.42092e-322
1558807242.358047677 1.29782 2.83903 3.04955 2.42092e-322
1558807242.499901408 1.31142 2.8602 3.04955 1.8231e-321
1558807242.659626398 1.26648 1.74468 2.51958 2.42092e-322
1558807242.784817441 1.27576 1.75814 2.51958 1.19416e-320
1558807242.929313501 1.28563 1.77299 2.51958 2.42092e-322
1558807243.070351995 1.29614 1.7892 2.51958 2.42092e-322
1558807243.212983327 1.3072 1.80669 2.51958 2.42092e-322
1558807243.361839212 1.31872 1.82544 2.51958 2.42092e-322
1558807243.500060712 1.33061 1.8454 2.51958 2.42092e-322
1558807243.642772850 1.34324 1.86745 2.51958 1.8231e-321
1558807243.862375253 1.26198 1.97094 1.89621 1.8231e-321
1558807243.927298682 1.27006 1.9906 1.89621 2.42092e-322
1558807244.079597812 1.27921 2.01237 1.89621 1.8231e-321
1558807244.213441062 1.28968 2.03672 1.89621 2.42092e-322
1558807244.358288905 1.30154 2.06382 1.89621 2.42092e-322
1558807244.500744248 1.31435 2.09278 1.89621 1.8231e-321
1558807244.642124157 1.32855 2.12326 1.89621 1.8231e-321
1558807244.789135275 1.34321 2.14686 1.89621 2.42092e-322
1558807244.927816012 1.35699 2.16935 1.89621 2.42092e-322
1558807245.071863076 0.558167 3.28243 3.51226 2.42092e-322
1558807245.214124697 0.562346 3.29875 3.51226 1.63042e-322
1558807245.357243344 0.567321 3.31646 3.51226 1.63042e-322
1558807245.499845997 0.57367 3.33531 3.51226 1.63042e-322
1558807245.642530862 0.582748 3.35582 3.51226 2.42092e-322
1558807245.786991799 0.59634 3.37865 3.51226 2.42092e-322
1558807245.927625357 0.61015 3.39996 3.51226 1.8231e-321
1558807246.076968750 0.623672 3.42177 3.51226 1.3488e-321
1558807246.286841379 1.24171 1.29371 3.04885 1.8231e-321
1558807246.355751490 1.24721 1.31469 3.04885 1.63042e-322
1558807246.498597626 1.25252 1.33439 3.04885 2.42092e-322
1558807246.642198219 1.25972 1.35749 3.04885 1.8231e-321
1558807246.784088824 1.26527 1.37797 3.04885 2.42092e-322
1558807246.928754992 1.27181 1.3935 3.04885 1.63042e-322
1558807247.079761984 1.2815 1.41537 3.04885 2.42092e-322
1558807247.251312062 1.6159 2.07873 1.89032 1.63042e-322
1558807247.356529703 1.62115 2.08923 1.89032 1.63042e-322
1558807247.498110461 1.6269 2.10072 1.89032 2.42092e-322
1558807247.642552937 1.6332 2.11332 1.89032 2.42092e-322
1558807247.785162646 1.64106 2.12904 1.89032 2.42092e-322
1558807247.926646282 1.64876 2.14443 1.89032 2.42092e-322
1558807248.081977991 1.65726 2.16144 1.89032 4.03285e-318
1558807248.213353619 1.66149 2.16991 1.89032 2.42092e-322
1558807248.459420184 1.57577 1.96918 3.51697 2.42092e-322
1558807248.498136088 1.57656 1.97153 3.51697 2.42092e-322
1558807248.642514757 1.57881 1.9766 3.51697 1.8231e-321
1558807248.788805399 1.5819 1.98333 3.51697 2.42092e-322
1558807248.934407767 1.58623 1.99225 3.51697 2.42092e-322
1558807249.075138241 1.59215 2.00412 3.51697 2.42092e-322
1558807249.213859288 1.60024 2.02005 3.51697 1.63042e-322
1558807249.457576952 1.23907 1.9705 3.05389 1.8231e-321
1558807249.499335838 1.24142 1.97403 3.05389 2.42092e-322
1558807249.642192091 1.24559 1.98052 3.05389 2.42092e-322
1558807249.787981047 1.25394 1.99427 3.05389 1.63042e-322
1558807249.926651903 1.26493 2.01301 3.05389 1.63042e-322
1558807250.069972356 1.27716 2.03355 3.05389 1.63042e-322
1558807250.221834511 1.29016 2.05513 3.05389 1.8231e-321
1558807250.361540267 1.30366 2.07738 3.05389 2.42092e-322
1558807250.501567989 1.31325 2.09264 3.05389 1.8231e-321
1558807250.669787128 1.20491 2.2281 3.05389 1.8231e-321
1558807250.785384339 1.211 2.23856 3.05389 2.42092e-322
1558807250.927356838 1.21801 2.2508 3.05389 2.42092e-322
1558807251.071924791 1.22704 2.26694 3.05389 1.63042e-322
1558807251.213686954 1.23805 2.28699 3.05389 1.63042e-322
1558807251.357472675 1.24992 2.30865 3.05389 1.63042e-322
1558807251.499569987 1.2622 2.33101 3.05389 1.8231e-321
1558807251.676404162 1.64571 2.13176 3.05389 1.8231e-321
1558807251.787110082 1.64917 2.14559 3.05389 1.63042e-322
1558807251.929857359 1.6524 2.15909 3.05389 2.42092e-322
1558807252.081022725 1.65611 2.17349 3.05389 1.8231e-321
1558807252.214654651 1.66288 2.19367 3.05389 2.42092e-322
1558807252.356297029 1.66922 2.2151 3.05389 1.63042e-322
1558807252.514080616 1.67626 2.2369 3.05389 1.63042e-322
1558807252.720086307 1.4536 2.13048 3.92215 2.42092e-322
1558807252.785677167 1.46105 2.15397 3.92215 1.63042e-322
1558807252.928543126 1.4873 2.21367 3.92215 2.42092e-322
1558807253.070474882 1.49604 2.23804 3.92215 1.8231e-321
1558807253.219236435 1.50557 2.26374 3.92215 1.8231e-321
1558807253.356116778 1.51569 2.29044 3.92215 2.42092e-322
1558807253.500315407 1.52635 2.318 3.92215 1.63042e-322
1558807253.653623815 1.53855 2.34934 3.92215 1.8231e-321
1558807253.859496704 0.867209 1.09209 3.51697 2.42092e-322
1558807253.928016857 0.867811 1.10629 3.51697 1.35226e-320
1558807254.076249818 0.87075 1.12489 3.51697 1.8231e-321
1558807254.213724568 0.875933 1.14713 3.51697 3.21143e-322
1558807254.360702024 0.882833 1.17161 3.51697 2.42092e-322
1558807254.499919114 0.890895 1.1975 3.51697 1.8231e-321
1558807254.648744477 0.900449 1.22602 3.51697 1.8231e-321
1558807254.786914637 0.910202 1.25591 3.51697 1.3488e-321
1558807254.935055601 0.919748 1.28416 3.51697 1.8231e-321
1558807255.075731663 1.09571 2.09707 2.51958 2.42092e-322
1558807255.213667185 1.10441 2.11459 2.51958 1.63042e-322
1558807255.360825001 1.1152 2.13622 2.51958 1.8231e-321
1558807255.500407587 1.1266 2.15883 2.51958 2.42092e-322
1558807255.648441454 1.13977 2.18457 2.51958 2.42092e-322
1558807255.790800789 1.15216 2.20874 2.51958 2.42092e-322
1558807255.928366210 1.16428 2.23209 2.51958 1.8231e-321
1558807256.070762518 0.788408 1.38114 1.89621 1.8231e-321
1558807256.221249675 0.791644 1.38696 1.89621 2.42092e-322
1558807256.355897783 0.795623 1.39414 1.89621 1.63042e-322
1558807256.498770562 0.80034 1.40269 1.89621 1.63042e-322
1558807256.641760913 0.808943 1.41962 1.89621 1.8231e-321
1558807256.784052997 0.819949 1.44129 1.89621 1.63042e-322
1558807256.928522313 0.831342 1.46396 1.89621 2.42092e-322
1558807257.075243037 0.843562 2.33945 1.89621 2.42092e-322
1558807257.271464166 0.774168 1.95126 3.51226 2.42092e-322
1558807257.357078934 0.78137 1.96393 3.51226 1.63042e-322
1558807257.499467774 0.789499 1.97821 3.51226 1.8231e-321
1558807257.641302370 0.799344 1.9955 3.51226 1.8231e-321
1558807257.786460682 0.809638 2.01357 3.51226 1.63042e-322
1558807257.927957322 0.820129 2.03198 3.51226 1.63042e-322
1558807258.077819549 0.831501 2.05192 3.51226 2.42092e-322
1558807258.293681465 1.57845 2.58619 3.04885 1.8231e-321
1558807258.355803622 1.58247 2.5933 3.04885 1.8231e-321
1558807258.498995600 1.58835 2.6037 3.04885 1.8231e-321
1558807258.642459787 1.59596 2.61716 3.04885 2.42092e-322
1558807258.789783137 1.60484 2.63289 3.04885 2.42092e-322
1558807258.928136013 1.61396 2.64901 3.04885 1.8231e-321
1558807259.069906726 1.62382 2.66645 3.04885 1.8231e-321
1558807259.213244796 1.63435 2.6851 3.04885 1.63042e-322
1558807259.460662282 1.54295 2.03814 3.05389 1.8231e-321
1558807259.498523611 1.54319 2.04254 3.05389 1.8231e-321
1558807259.649925858 1.54375 2.04937 3.05389 1.8231e-321
1558807259.785862949 1.54695 2.06029 3.05389 2.42092e-322
1558807259.927938277 1.55024 2.07195 3.05389 2.42092e-322
1558807260.077012274 1.55466 2.08542 3.05389 2.42092e-322
1558807260.213761800 1.56055 2.10049 3.05389 2.42092e-322
1558807260.459388844 1.26228 1.33125 3.05389 1.8231e-321
1558807260.498259332 1.2647 1.33043 3.05389 1.63042e-322
1558807260.654992045 1.26932 1.33316 3.05389 2.42092e-322
1558807260.786217119 1.2766 1.33928 3.05389 2.42092e-322
1558807260.928818729 1.28517 1.34824 3.05389 3.21143e-322
1558807261.071473589 1.29548 1.36026 3.05389 1.8231e-321
1558807261.215051495 1.30728 1.37521 3.05389 2.42092e-322
1558807261.361751049 1.31974 1.39279 3.05389 2.42092e-322
1558807261.499091587 1.33182 1.41257 3.05389 2.42092e-322
1558807261.671518020 0.450622 0.718036 2.51958 1.8231e-321
1558807261.785468727 0.465123 0.745713 2.51958 1.8231e-321
1558807261.928825509 0.479878 0.773843 2.51958 2.42092e-322
1558807262.071799265 0.495562 0.803797 2.51958 1.8231e-321
1558807262.214207390 0.51195 0.835146 2.51958 2.42092e-322
1558807262.357224724 0.528852 0.867518 2.51958 2.42092e-322
1558807262.500722997 0.546139 0.90066 2.51958 2.42092e-322
1558807262.642380046 0.565364 0.937483 2.51958 1.63042e-322
1558807262.867929762 0.931124 2.38877 1.89621 1.8231e-321
